institute,person,run,status
55,271,2,prim
73,411,2,prim
61,411,2,prim
22,1230,2,prim
69,807,2,prim
61,415,2,prim
38,162,2,prim
31,417,2,prim
39,417,2,prim
61,417,2,prim
38,154,2,prim
1,625,2,prim
61,724,2,prim
13,422,2,prim
68,423,2,prim
32,639,2,prim
69,424,2,prim
57,1254,2,prim
35,978,2,prim
69,425,2,prim
61,707,2,prim
8,427,2,prim
42,71,2,prim
8,612,2,prim
1,1364,3,prim
52,746,2,prim
58,428,2,prim
8,1370,2,prim
13,429,2,prim
13,680,2,prim
76,680,2,prim
73,708,2,prim
61,708,2,prim
8,110,2,prim
79,641,2,prim
60,982,2,prim
5,983,2,prim
38,1177,2,prim
40,1374,2,prim
74,1375,2,prim
76,984,2,prim
38,642,2,prim
8,613,2,prim
8,1376,2,prim
15,21,2,prim
77,124,2,prim
60,435,2,prim
76,436,2,prim
35,989,2,prim
52,990,2,prim
79,645,2,prim
69,754,9,prim
40,991,2,prim
79,992,2,prim
43,152,2,prim
8,441,2,prim
74,442,2,prim
53,999,2,prim
50,444,2,prim
40,1179,2,prim
61,1000,2,prim
62,1000,2,prim
60,740,2,prim
26,726,2,prim
54,1002,2,prim
25,234,2,prim
25,922,2,prim
32,1384,2,prim
85,1643,15,prim
60,695,2,prim
79,288,2,prim
69,1005,2,prim
9,727,2,prim
77,447,2,prim
60,1387,2,prim
60,1180,2,prim
8,148,2,prim
69,1388,2,prim
1,1006,2,prim
43,1006,2,prim
60,1394,2,prim
62,453,2,prim
65,1183,2,prim
74,19,2,prim
37,646,2,prim
79,454,2,prim
55,455,2,prim
8,674,2,prim
68,456,2,prim
32,1007,2,prim
30,457,2,prim
30,458,2,prim
38,458,2,prim
38,1185,2,prim
69,117,2,prim
43,459,2,prim
35,1011,2,prim
43,650,2,prim
8,615,2,prim
8,614,2,prim
12,1257,2,prim
12,462,2,prim
9,927,2,prim
66,1014,2,prim
32,651,2,prim
43,465,2,prim
58,1016,2,prim
1,1402,2,prim
43,1403,2,prim
12,1405,2,prim
70,1406,2,prim
75,468,2,prim
8,1407,2,prim
8,469,2,prim
32,652,2,prim
38,470,2,prim
12,471,2,prim
61,471,2,prim
43,157,2,prim
8,616,2,prim
70,290,2,prim
69,151,2,prim
74,473,2,prim
69,286,2,prim
13,26,2,prim
76,26,2,prim
43,474,2,prim
69,1416,2,prim
30,1190,2,prim
26,119,2,prim
65,1191,2,prim
69,287,2,prim
74,730,2,prim
60,1423,2,prim
68,254,2,prim
75,479,2,prim
69,677,2,prim
77,677,2,prim
8,122,2,prim
43,1023,2,prim
23,282,2,prim
8,480,2,prim
5,679,2,prim
43,1426,2,prim
57,135,2,prim
8,617,2,prim
43,1,2,prim
69,289,2,prim
77,483,2,prim
9,70,2,prim
39,897,2,prim
61,484,2,prim
62,484,2,prim
39,1427,2,prim
36,731,2,prim
15,485,2,prim
39,1428,2,prim
25,490,2,prim
9,1032,2,prim
74,1033,2,prim
8,1430,2,prim
72,6,2,prim
38,1259,2,prim
45,112,2,prim
25,1432,2,prim
38,493,2,prim
45,163,2,prim
8,618,2,prim
30,495,2,prim
8,115,2,prim
61,115,2,prim
75,114,2,prim
4,114,2,prim
61,713,2,prim
74,265,2,prim
26,32,2,prim
45,499,2,prim
45,1201,2,prim
45,7,2,prim
13,18,2,prim
13,501,2,prim
77,502,2,prim
43,503,2,prim
69,118,2,prim
69,142,2,prim
55,504,2,prim
66,654,2,prim
37,655,2,prim
54,1044,2,prim
55,505,2,prim
8,1437,2,prim
50,30,2,prim
43,622,2,prim
32,507,2,prim
40,1439,2,prim
8,508,2,prim
8,509,2,prim
57,159,2,prim
8,1440,2,prim
40,1441,2,prim
8,510,2,prim
69,511,2,prim
1,1051,2,prim
30,513,2,prim
8,67,2,prim
77,515,2,prim
57,516,2,prim
69,518,2,prim
50,519,2,prim
32,1445,2,prim
60,104,2,prim
64,104,2,prim
60,520,2,prim
43,1446,2,prim
44,521,2,prim
40,732,2,prim
30,522,2,prim
60,10,2,prim
75,171,2,prim
44,524,2,prim
8,1449,2,prim
32,525,2,prim
62,414,2,sec
64,1644,15,prim
40,1450,2,prim
79,158,2,prim
1,1055,2,prim
61,414,2,prim
13,529,2,prim
76,529,2,prim
53,1057,2,prim
74,530,2,prim
39,1456,2,prim
60,532,2,prim
54,1059,2,prim
50,1061,2,prim
39,149,2,prim
61,149,2,prim
8,533,2,prim
74,533,2,prim
8,1461,2,prim
36,535,2,prim
70,301,2,prim
26,744,2,prim
9,539,2,prim
1,1066,2,prim
43,1066,2,prim
8,146,2,prim
26,541,2,prim
60,542,2,prim
73,543,2,prim
25,544,2,prim
36,544,2,prim
43,106,2,prim
38,1261,2,prim
65,670,2,prim
43,547,2,prim
45,547,2,prim
37,692,2,prim
43,8,2,prim
4,789,2,prim
4,790,2,prim
4,549,2,prim
15,1467,2,prim
8,1068,2,prim
30,1468,2,prim
30,291,2,prim
57,1262,2,prim
43,1469,2,prim
57,1263,2,prim
26,745,2,prim
42,551,2,prim
43,552,2,prim
72,553,2,prim
8,554,2,prim
17,733,2,prim
57,555,2,prim
45,556,2,prim
55,557,2,prim
78,558,2,prim
8,559,2,prim
73,1074,2,prim
61,1074,2,prim
25,121,2,prim
25,560,2,prim
43,105,2,prim
65,666,2,prim
61,564,2,prim
76,1076,2,prim
36,1077,2,prim
53,566,2,prim
61,567,2,prim
66,567,2,prim
8,619,2,prim
60,1479,2,prim
18,568,2,prim
1,1078,2,prim
43,1078,2,prim
54,570,2,prim
39,573,2,prim
61,573,2,prim
8,620,2,prim
39,575,2,prim
61,575,2,prim
1,576,2,prim
8,621,2,prim
60,1215,2,prim
77,577,2,prim
25,578,2,prim
74,116,2,prim
38,1264,2,prim
4,1079,2,prim
45,238,2,prim
26,1080,2,prim
25,1483,2,prim
8,1485,2,prim
38,1265,2,prim
44,1486,2,prim
8,582,2,prim
69,582,2,prim
69,33,2,prim
50,1266,2,prim
18,246,2,prim
72,177,2,prim
38,659,2,prim
38,113,2,prim
60,660,2,prim
23,586,2,prim
61,587,2,prim
8,589,2,prim
57,1267,2,prim
1,1496,2,prim
57,168,2,prim
30,44,2,prim
8,592,2,prim
9,717,2,prim
74,1500,2,prim
12,1088,2,prim
26,596,2,prim
61,599,2,prim
39,1504,2,prim
57,600,2,prim
37,1090,2,prim
38,602,2,prim
15,603,2,prim
64,1505,2,prim
15,605,2,prim
15,1225,2,prim
12,1226,2,prim
12,682,2,prim
77,1091,2,prim
32,607,2,prim
45,255,2,prim
43,669,2,prim
8,43,3,prim
32,628,3,prim
15,304,3,prim
48,304,3,prim
68,305,3,prim
36,306,3,prim
55,276,3,prim
68,308,3,prim
57,4,3,prim
39,309,3,prim
70,310,3,prim
55,311,3,prim
8,155,3,prim
69,313,3,prim
57,314,3,prim
26,315,3,prim
17,318,3,prim
9,319,3,prim
64,1293,3,prim
43,320,3,prim
54,321,3,prim
6,322,3,prim
64,1645,15,prim
62,306,7,sec
62,360,7,sec
9,322,3,prim
50,322,3,prim
15,323,3,prim
60,324,3,prim
9,9,3,prim
62,327,3,prim
30,328,3,prim
26,328,3,prim
38,1150,3,prim
64,936,3,prim
64,330,3,prim
8,675,3,prim
15,939,3,prim
57,1152,3,prim
43,332,3,prim
8,608,3,prim
17,333,3,prim
40,941,3,prim
57,1154,3,prim
43,335,3,prim
55,272,3,prim
54,257,3,prim
57,123,3,prim
50,943,3,prim
8,336,3,prim
50,336,3,prim
26,337,3,prim
8,338,3,prim
62,338,3,prim
43,263,3,prim
42,263,3,prim
69,339,3,prim
70,27,3,prim
34,630,3,prim
5,719,3,prim
2,341,3,prim
22,1306,3,prim
26,741,3,prim
15,343,3,prim
36,344,3,prim
15,345,3,prim
79,631,3,prim
40,1157,3,prim
5,346,3,prim
8,347,3,prim
68,683,3,prim
57,662,3,prim
23,350,3,prim
17,23,3,prim
15,351,3,prim
58,946,3,prim
43,702,7,prim
14,303,7,prim
32,628,7,prim
19,1668,16,prim
60,520,17,prim
30,522,17,prim
8,529,17,prim
31,533,17,prim
61,538,17,prim
9,539,17,prim
25,544,17,prim
8,554,17,prim
1,576,17,prim
77,577,17,prim
75,582,17,prim
8,618,17,prim
8,619,17,prim
1,625,17,prim
75,637,17,prim
79,641,17,prim
38,642,17,prim
43,650,17,prim
14,698,17,prim
75,663,17,prim
72,516,17,sec
43,669,17,prim
60,672,17,prim
8,749,17,prim
55,751,17,prim
11,783,17,prim
60,532,17,prim
8,712,17,prim
23,819,17,prim
20,827,17,prim
14,834,17,prim
69,865,17,prim
60,874,17,prim
72,885,17,prim
39,897,17,prim
72,898,17,prim
30,925,17,prim
69,926,17,prim
64,936,17,prim
69,1043,17,prim
31,962,17,prim
25,969,17,prim
66,996,17,prim
14,1001,17,prim
14,1004,17,prim
83,1017,17,prim
79,1026,17,prim
74,1030,17,prim
55,1046,17,prim
6,1053,17,prim
31,1058,17,prim
54,1098,17,prim
20,1102,17,prim
31,567,17,prim
30,1553,17,prim
30,1554,17,prim
48,1556,17,prim
9,1557,17,prim
8,970,17,prim
69,1604,17,prim
69,1608,17,prim
19,1609,17,prim
55,1221,17,prim
84,104,17,sec
55,586,17,prim
19,1629,17,prim
75,1630,17,prim
56,1633,17,prim
62,586,17,sec
30,806,17,prim
69,880,17,prim
48,1666,17,prim
19,1668,17,prim
69,1669,17,prim
6,942,17,sec
9,942,17,prim
64,1645,16,prim
64,1645,17,prim
8,617,17,prim
9,319,17,prim
13,395,17,prim
15,603,17,prim
18,418,17,prim
18,1620,17,prim
23,404,17,prim
25,1600,17,prim
25,560,17,prim
25,409,17,prim
25,1197,17,prim
26,541,17,prim
26,366,17,prim
26,359,17,prim
26,596,17,prim
37,1574,17,prim
37,1646,17,prim
42,551,17,prim
43,670,17,prim
69,1669,16,prim
85,1670,16,prim
6,942,16,sec
9,942,16,prim
51,1671,16,prim
51,1672,16,prim
51,1674,16,prim
20,729,12,sec
71,729,12,prim
71,729,7,sec
71,729,8,sec
71,729,9,sec
71,729,10,sec
71,729,11,sec
71,1042,11,sec
71,1042,10,sec
71,1042,9,sec
71,1042,8,sec
71,1042,7,sec
43,815,17,prim
20,1042,12,sec
71,1042,12,prim
46,711,17,prim
63,1681,17,prim
46,1065,17,prim
51,375,17,prim
54,376,17,prim
61,491,17,sec
61,488,17,prim
61,543,17,sec
61,393,17,prim
62,488,17,sec
62,393,17,sec
62,360,17,sec
62,594,17,prim
66,1564,17,prim
69,540,17,prim
69,1639,17,prim
69,636,17,prim
69,1615,17,prim
69,1622,17,prim
69,360,17,prim
69,365,17,prim
69,986,17,prim
69,1653,17,prim
69,954,17,prim
69,424,17,prim
69,1661,17,prim
72,553,17,prim
72,1124,17,prim
73,491,17,prim
73,1621,17,prim
73,543,17,prim
74,633,17,prim
74,1626,17,prim
74,1627,17,prim
74,1665,17,prim
77,677,17,prim
78,1037,17,sec
78,354,17,prim
79,951,17,prim
82,1549,17,prim
85,545,17,prim
86,1037,17,prim
86,354,17,sec
85,1643,16,prim
85,1643,17,prim
86,1640,17,prim
86,1640,16,prim
60,1642,16,prim
60,1642,17,prim
63,1681,16,prim
56,381,18,prim
61,393,18,prim
23,404,18,prim
43,465,18,prim
14,485,18,prim
62,393,7,sec
8,425,7,sec
62,415,7,sec
69,369,7,prim
51,1673,16,prim
51,1675,16,prim
8,508,18,prim
56,1683,17,prim
56,1684,17,prim
56,1685,17,prim
51,1686,17,prim
51,1688,17,prim
51,1689,17,prim
30,1691,17,prim
30,1692,17,prim
8,510,18,prim
30,522,18,prim
30,857,18,prim
30,857,19,prim
18,1693,17,prim
23,1682,18,prim
4,895,18,prim
23,427,18,new
30,1648,18,prim
75,1651,18,prim
61,1043,18,sec
64,1680,18,prim
48,1657,18,prim
43,1635,18,prim
62,1636,18,prim
23,764,18,prim
62,306,18,sec
62,538,18,sec
62,567,18,sec
30,495,18,prim
62,764,18,sec
64,874,18,sec
84,532,18,sec
55,1585,18,prim
56,1589,18,prim
14,1595,18,prim
60,104,18,prim
48,304,18,prim
61,306,18,prim
8,327,18,prim
64,330,18,prim
43,335,18,prim
8,345,18,prim
19,353,18,prim
8,357,18,prim
69,358,18,prim
3,394,18,prim
37,410,18,prim
8,427,18,prim
58,428,18,prim
30,457,18,prim
30,458,18,prim
8,467,18,prim
55,504,18,prim
55,505,18,prim
8,529,18,prim
31,533,18,prim
61,538,18,prim
9,539,18,prim
25,544,18,prim
8,554,18,prim
75,582,18,prim
8,619,18,prim
14,698,18,prim
43,669,18,prim
60,672,18,prim
55,751,18,prim
11,783,18,prim
60,532,18,prim
23,819,18,prim
14,834,18,prim
60,874,18,prim
64,936,18,prim
69,1043,18,prim
31,962,18,prim
14,1004,18,prim
31,1058,18,prim
31,567,18,prim
30,1553,18,prim
30,1554,18,prim
48,1556,18,prim
9,1557,18,prim
8,970,18,prim
55,1221,18,prim
84,104,18,sec
19,1629,18,prim
75,1630,18,prim
69,880,18,prim
48,1666,18,prim
19,1668,18,prim
69,1669,18,prim
64,1645,18,prim
15,603,18,prim
14,749,18,prim
43,834,18,new
69,895,18,new
69,357,18,new
25,1197,18,prim
26,366,18,prim
26,596,18,prim
37,1574,18,prim
43,815,18,prim
61,488,18,prim
62,488,18,sec
69,1639,18,prim
69,636,18,prim
69,1615,18,prim
69,1622,18,prim
69,954,18,prim
69,1661,18,prim
72,1124,18,prim
78,354,18,prim
79,951,18,prim
86,354,18,sec
43,670,18,prim
43,805,18,prim
86,1037,18,prim
23,1562,18,prim
19,1609,18,prim
18,1693,18,prim
69,365,18,prim
79,1026,18,prim
69,986,18,prim
23,1694,17,prim
16,585,17,sec
85,545,18,prim
29,585,17,prim
29,585,18,prim
16,585,18,sec
10,377,17,prim
10,377,18,prim
10,378,18,prim
10,378,17,prim
10,550,17,prim
10,550,18,prim
16,584,18,prim
16,584,17,prim
16,953,17,prim
16,953,18,prim
8,712,18,prim
62,712,18,sec
19,1695,17,prim
19,1696,17,prim
43,834,17,new
57,555,18,prim
1,576,18,prim
69,926,18,prim
66,996,18,prim
6,1053,18,prim
30,1202,18,prim
82,1549,18,prim
61,484,7,sec
62,488,7,sec
61,491,7,sec
72,516,7,sec
27,728,7,prim
51,1676,16,prim
51,1687,17,prim
51,1690,17,prim
18,1581,18,prim
69,1608,18,prim
43,1650,18,prim
62,322,8,sec
61,543,7,sec
62,564,7,sec
61,567,7,sec
62,567,7,third
62,587,7,sec
62,599,7,sec
77,540,7,prim
51,1677,16,prim
19,1697,17,prim
87,1568,17,prim
87,1568,18,prim
62,393,8,sec
62,360,8,sec
8,425,8,sec
62,415,8,sec
79,937,8,prim
61,484,8,sec
62,488,8,sec
61,800,8,sec
15,426,8,prim
61,543,8,sec
62,564,8,sec
61,567,8,sec
62,567,8,third
62,587,8,sec
62,599,8,sec
38,283,8,prim
62,322,9,sec
62,360,9,sec
62,393,9,sec
32,607,8,prim
62,415,9,sec
8,425,9,sec
61,471,9,sec
63,906,9,prim
62,488,9,sec
72,516,9,sec
61,543,9,sec
62,564,9,sec
61,800,9,sec
61,567,9,sec
66,567,9,fourth
9,482,9,prim
62,306,6,sec
62,360,6,sec
62,587,9,sec
62,599,9,sec
30,352,3,prim
62,415,6,sec
5,694,6,prim
61,484,6,sec
62,488,6,sec
61,491,6,sec
72,516,6,sec
61,688,6,prim
62,322,11,sec
61,543,6,sec
62,564,6,sec
61,902,11,sec
62,587,6,sec
62,599,6,sec
19,353,3,prim
62,393,11,sec
62,360,11,sec
8,425,11,sec
62,415,11,sec
61,906,11,sec
69,758,11,prim
61,471,11,sec
61,484,11,sec
62,488,11,sec
61,491,11,sec
61,800,11,sec
64,874,11,sec
61,897,11,sec
61,1199,11,sec
62,688,11,sec
14,439,11,prim
62,538,11,sec
61,543,11,sec
62,564,11,sec
61,844,11,sec
62,567,11,sec
29,585,11,sec
62,587,11,sec
62,599,11,sec
57,516,11,prim
62,306,14,sec
8,425,14,sec
13,1571,14,sec
61,373,14,sec
62,322,14,sec
62,360,14,sec
62,393,14,sec
62,415,14,sec
61,471,14,sec
61,484,14,sec
64,520,13,sec
78,354,3,prim
70,239,3,prim
15,624,3,prim
22,356,3,prim
8,357,3,prim
19,949,3,prim
57,516,14,prim
62,488,14,sec
62,712,14,sec
61,491,14,sec
64,520,14,sec
62,538,14,sec
61,543,14,sec
62,564,14,sec
62,567,14,sec
29,585,14,sec
62,587,14,sec
62,599,14,sec
61,688,14,sec
61,488,14,prim
73,491,14,prim
38,493,14,prim
30,495,14,prim
61,800,14,sec
61,844,14,sec
64,874,14,sec
61,897,14,sec
61,902,14,sec
61,906,14,sec
61,909,14,sec
61,971,14,sec
61,1025,14,sec
61,1030,14,sec
39,800,14,prim
74,801,14,prim
43,805,14,prim
69,806,14,prim
9,810,14,prim
9,811,14,prim
69,812,14,prim
79,815,14,prim
69,816,14,prim
61,1199,14,sec
40,1159,3,prim
70,632,3,prim
26,359,3,prim
62,360,3,prim
8,609,3,prim
69,928,3,prim
65,361,3,prim
1,952,3,prim
40,364,3,prim
69,365,3,prim
23,1322,3,prim
26,366,3,prim
5,694,3,prim
72,367,3,prim
8,1323,3,prim
54,1327,3,prim
57,368,3,prim
69,369,3,prim
57,153,3,prim
25,373,3,prim
61,374,3,prim
62,374,3,prim
57,185,3,prim
58,720,3,prim
74,633,3,prim
9,120,3,prim
54,376,3,prim
62,376,3,prim
70,277,3,prim
40,379,3,prim
38,634,3,prim
62,280,3,prim
77,380,3,prim
57,103,3,prim
15,381,3,prim
56,381,3,prim
8,382,3,prim
22,383,3,prim
39,385,3,prim
61,385,3,prim
62,385,3,prim
39,1340,3,prim
9,929,3,prim
25,1341,3,prim
44,387,3,prim
40,1166,3,prim
70,292,3,prim
57,1251,3,prim
70,955,3,prim
8,610,3,prim
72,389,3,prim
72,65,3,prim
40,391,3,prim
17,392,3,prim
61,393,3,prim
40,671,3,prim
3,394,3,prim
30,394,3,prim
75,663,3,prim
27,211,3,prim
62,211,3,prim
13,395,3,prim
45,396,3,prim
25,721,3,prim
70,742,3,prim
8,398,3,prim
13,399,3,prim
59,400,3,prim
43,275,3,prim
42,401,3,prim
8,108,3,prim
61,963,3,prim
8,1351,3,prim
13,723,3,prim
23,404,3,prim
42,635,3,prim
50,1253,3,prim
69,636,3,prim
1,1146,14,prim
68,1148,14,prim
30,1149,14,prim
38,1150,14,prim
30,1151,14,prim
57,1152,14,prim
62,306,12,sec
62,322,12,sec
61,902,12,sec
61,143,3,prim
78,967,3,prim
27,3,3,prim
30,406,3,prim
54,407,3,prim
68,623,3,prim
25,409,3,prim
37,410,3,prim
55,271,3,prim
61,411,3,prim
62,411,3,prim
73,411,3,prim
72,412,3,prim
22,1230,3,prim
69,807,3,prim
61,415,3,prim
39,497,3,prim
61,497,3,prim
38,162,3,prim
31,417,3,prim
39,417,3,prim
61,417,3,prim
74,419,3,prim
13,974,3,prim
38,154,3,prim
1,625,3,prim
1,421,3,prim
61,724,3,prim
13,422,3,prim
68,423,3,prim
74,1367,3,prim
32,639,3,prim
69,424,3,prim
57,1254,3,prim
69,425,3,prim
61,707,3,prim
62,707,3,prim
8,427,3,prim
42,71,3,prim
8,612,3,prim
57,1255,3,prim
52,746,3,prim
58,428,3,prim
13,429,3,prim
13,680,3,prim
76,680,3,prim
61,708,3,prim
73,708,3,prim
74,1373,3,prim
79,641,3,prim
38,1177,3,prim
74,1375,3,prim
76,984,3,prim
13,164,3,prim
38,642,3,prim
8,613,3,prim
14,21,3,prim
15,21,3,prim
77,124,3,prim
60,435,3,prim
76,436,3,prim
35,989,3,prim
79,645,3,prim
69,1596,14,prim
40,991,3,prim
79,992,3,prim
14,439,3,prim
19,998,3,prim
8,441,3,prim
61,442,3,prim
53,999,3,prim
50,444,3,prim
40,1179,3,prim
62,1000,3,prim
60,740,3,prim
26,726,3,prim
54,1002,3,prim
25,922,3,prim
32,1384,3,prim
60,695,3,prim
74,445,3,prim
9,727,3,prim
77,447,3,prim
60,1180,3,prim
8,148,3,prim
69,1389,3,prim
1,1006,3,prim
43,451,3,prim
13,452,3,prim
61,453,3,prim
65,1183,3,prim
74,19,3,prim
37,646,3,prim
79,454,3,prim
55,455,3,prim
8,674,3,prim
68,456,3,prim
32,1007,3,prim
30,457,3,prim
58,1008,3,prim
30,458,3,prim
38,458,3,prim
38,1185,3,prim
56,901,12,prim
32,628,12,prim
43,304,12,prim
48,304,12,prim
68,305,12,prim
8,425,12,sec
62,393,12,sec
62,360,12,sec
62,415,12,sec
61,906,12,sec
57,1154,12,prim
43,335,12,prim
61,471,12,sec
61,484,12,sec
62,488,12,sec
61,491,12,sec
61,800,12,sec
64,874,12,sec
61,897,12,sec
61,1199,12,sec
61,688,12,sec
25,684,12,prim
72,516,12,sec
62,538,12,sec
61,543,12,sec
62,564,12,sec
61,844,12,sec
62,567,12,sec
29,585,12,sec
62,587,12,sec
62,599,12,sec
69,117,3,prim
43,459,3,prim
35,1011,3,prim
43,650,3,prim
62,322,10,sec
62,360,10,sec
61,902,10,sec
1,1092,10,prim
14,303,10,prim
62,393,4,sec
62,415,4,sec
60,324,4,prim
61,484,4,sec
61,491,4,sec
72,516,4,sec
52,746,4,prim
61,543,4,sec
62,564,4,sec
61,906,10,sec
62,587,4,sec
62,599,4,sec
61,527,4,prim
62,415,10,sec
8,425,10,sec
61,471,10,sec
64,874,10,sec
61,1025,10,sec
62,488,10,sec
61,491,10,sec
72,516,10,sec
62,538,10,sec
61,543,10,sec
62,564,10,sec
61,800,10,sec
61,844,10,sec
61,897,10,sec
62,567,10,sec
63,484,10,prim
29,585,10,sec
62,587,10,sec
62,599,10,sec
65,709,3,prim
8,614,3,prim
8,615,3,prim
12,1257,3,prim
12,462,3,prim
9,927,3,prim
66,1014,3,prim
32,651,3,prim
43,465,3,prim
12,1405,3,prim
75,468,3,prim
8,469,3,prim
32,652,3,prim
38,470,3,prim
59,471,3,prim
8,616,3,prim
70,290,3,prim
74,473,3,prim
69,286,3,prim
13,26,3,prim
76,26,3,prim
1,1019,3,prim
43,474,3,prim
30,1190,3,prim
65,1191,3,prim
62,287,3,prim
74,730,3,prim
68,254,3,prim
75,479,3,prim
69,677,3,prim
8,122,3,prim
23,282,3,prim
8,480,3,prim
5,679,3,prim
57,135,3,prim
8,617,3,prim
43,1,3,prim
77,483,3,prim
9,70,3,prim
39,897,3,prim
39,1427,3,prim
36,731,3,prim
14,485,3,prim
15,485,3,prim
39,1428,3,prim
25,490,3,prim
38,1265,10,prim
15,667,10,prim
15,581,10,prim
75,582,10,prim
50,1266,10,prim
15,343,1,prim
61,543,1,sec
54,833,1,prim
61,414,3,sec
62,414,3,sec
62,587,1,sec
9,1032,3,prim
74,1033,3,prim
8,1430,3,prim
72,6,3,prim
69,492,3,prim
38,1259,3,prim
25,1432,3,prim
38,493,3,prim
45,163,3,prim
8,618,3,prim
30,495,3,prim
61,115,3,prim
4,114,3,prim
75,114,3,prim
61,713,3,prim
62,713,3,prim
45,499,3,prim
45,1201,3,prim
45,7,3,prim
13,18,3,prim
13,501,3,prim
77,502,3,prim
43,503,3,prim
28,142,3,prim
69,142,3,prim
55,504,3,prim
66,654,3,prim
37,655,3,prim
55,505,3,prim
30,506,3,prim
50,30,3,prim
32,1045,3,prim
27,622,3,prim
17,665,3,prim
32,507,3,prim
40,1439,3,prim
54,1048,3,prim
8,508,3,prim
8,509,3,prim
8,510,3,prim
69,511,3,prim
23,512,3,prim
1,1051,3,prim
30,513,3,prim
77,515,3,prim
57,516,3,prim
69,518,3,prim
50,519,3,prim
32,1445,3,prim
60,104,3,prim
60,520,3,prim
44,521,3,prim
40,732,3,prim
30,522,3,prim
60,10,3,prim
45,523,3,prim
44,524,3,prim
32,525,3,prim
61,527,3,prim
79,158,3,prim
1,1055,3,prim
39,414,3,prim
13,529,3,prim
76,529,3,prim
74,530,3,prim
39,1456,3,prim
60,532,3,prim
54,1059,3,prim
23,1460,3,prim
50,1061,3,prim
39,149,3,prim
61,149,3,prim
80,1472,1,prim
15,861,1,prim
45,556,1,prim
78,558,1,prim
61,309,5,sec
8,533,3,prim
31,533,3,prim
74,533,3,prim
36,535,3,prim
60,542,3,prim
73,543,3,prim
25,544,3,prim
43,106,3,prim
74,545,3,prim
38,1261,3,prim
69,678,3,prim
65,670,3,prim
43,547,3,prim
37,692,3,prim
4,790,3,prim
4,549,3,prim
15,1210,3,prim
30,1468,3,prim
30,291,3,prim
57,1262,3,prim
57,1263,3,prim
26,745,3,prim
42,551,3,prim
43,552,3,prim
72,553,3,prim
8,554,3,prim
17,733,3,prim
57,555,3,prim
45,556,3,prim
55,557,3,prim
78,558,3,prim
8,559,3,prim
25,121,3,prim
25,560,3,prim
43,105,3,prim
74,1075,3,prim
65,666,3,prim
61,564,3,prim
36,1077,3,prim
53,566,3,prim
61,567,3,prim
66,567,3,prim
8,619,3,prim
68,657,3,prim
18,568,3,prim
54,570,3,prim
39,571,3,prim
61,571,3,prim
61,573,3,prim
8,620,3,prim
39,575,3,prim
62,575,3,prim
1,576,3,prim
8,621,3,prim
40,658,3,prim
60,1215,3,prim
77,577,3,prim
25,578,3,prim
74,116,3,prim
38,1264,3,prim
4,1079,3,prim
45,238,3,prim
26,1080,3,prim
52,1081,3,prim
38,1265,3,prim
44,1486,3,prim
8,582,3,prim
69,33,3,prim
50,1266,3,prim
18,246,3,prim
78,1487,3,prim
38,659,3,prim
38,113,3,prim
60,660,3,prim
69,716,3,prim
23,586,3,prim
61,587,3,prim
8,589,3,prim
57,1267,3,prim
58,1085,3,prim
57,168,3,prim
30,44,3,prim
8,592,3,prim
9,717,3,prim
74,1500,3,prim
12,1088,3,prim
26,596,3,prim
61,599,3,prim
39,1504,3,prim
59,753,3,prim
57,600,3,prim
38,602,3,prim
15,603,3,prim
64,1505,3,prim
15,605,3,prim
15,1225,3,prim
12,1226,3,prim
12,682,3,prim
78,606,3,prim
32,607,3,prim
30,107,3,prim
43,669,3,prim
43,1597,14,prim
14,303,5,prim
32,628,5,prim
15,304,5,prim
48,304,5,prim
68,305,5,prim
61,306,5,prim
55,285,5,prim
68,308,5,prim
57,4,5,prim
69,1282,5,prim
15,930,5,prim
39,309,5,prim
70,310,5,prim
55,311,5,prim
8,155,5,prim
62,312,5,prim
40,754,5,prim
50,1288,5,prim
69,313,5,prim
57,314,5,prim
8,629,5,prim
26,315,5,prim
21,316,5,prim
21,317,5,prim
17,318,5,prim
9,319,5,prim
43,320,5,prim
54,321,5,prim
1,326,5,prim
6,322,5,prim
9,322,5,prim
57,323,5,prim
60,1295,5,prim
60,324,5,prim
9,9,5,prim
50,325,5,prim
14,1296,5,prim
8,327,5,prim
8,328,5,prim
38,1150,5,prim
69,329,5,prim
64,936,5,prim
64,330,5,prim
14,331,5,prim
15,939,5,prim
57,1152,5,prim
43,332,5,prim
62,322,13,sec
62,360,13,sec
61,373,13,sec
61,902,13,sec
61,906,13,sec
62,586,14,sec
56,901,13,prim
9,1599,14,prim
62,415,13,sec
8,425,13,sec
61,471,13,sec
61,484,13,sec
64,874,13,sec
61,909,13,sec
61,971,13,sec
61,1025,13,sec
61,688,13,sec
13,723,13,prim
61,491,13,sec
72,516,13,sec
62,538,13,sec
61,543,13,sec
62,564,13,sec
61,800,13,sec
61,844,13,sec
61,1199,13,sec
61,1030,13,sec
62,567,13,sec
29,585,13,sec
8,608,5,prim
84,532,14,sec
27,678,14,new
13,848,14,new
30,806,14,new
69,880,14,new
8,786,14,new
45,547,14,new
84,657,14,new
69,594,14,new
62,306,4,sec
62,306,8,sec
62,306,9,sec
62,306,10,sec
62,306,11,sec
62,306,13,sec
62,360,4,sec
62,360,5,sec
62,393,6,sec
62,393,10,sec
62,393,13,sec
62,415,1,sec
62,415,2,sec
61,471,3,sec
61,471,4,sec
